Gender;Height;Weight
Male;700.512.546.906.491;207.194.647.294.605
Male;718.331.687.752.888;205.193.061.760.797
Male;728.367.396.943.866;209.422.484.275.198
Male;73.301.865.746.729;199.166.928.678.883
Male;6.639.319.244.743;165.064.609.545.545
Male;665.151.619.602.185;180.760.534.823.182
Male;692.728.126.084.372;202.298.760.151.666
Male;682.319.539.277.068;195.261.990.296.064
Male;704.138.690.342.612;184.232.661.744.937
Male;697.268.852.052.361;188.453.759.671.202
Male;65.510.733.890.584;157.205.025.302.195
Male;691.372.693.569.977;1.965.523.243.152
Male;736.661.887.960.567;208.366.179.328.565
Male;658.927.525.257.603;158.184.985.696.975
Male;683.544.289.583.384;184.598.427.955.692
Male;70.424.730.529.607;197.907.521.149.770
Male;720.802.011.466.065;202.867.236.668.923
Male;71.711.124.785.333;199.080.778.987.396
Male;657.291.618.715.397;156.223.958.465.888
Male;638.983.381.991.847;168.299.537.977.425
Male;703.160.097.119.508;201.510.688.097.382
Male;65.788.729.792.806;174.584.879.939.493
Male;698.274.641.852.115;196.930.792.028.562
Male;683.311.500.917.703;197.756.770.319.413
Male;677.415.892.669.206;16.564.328.330.518
Male;750.338.894.406.835;232.886.117.051.993
Male;734.040.585.211.468;192.732.404.676.961
Male;6.955.476.187.936;192.181.668.737.126
Male;645.390.397.840.475;157.129.277.198.286
Male;675.467.614.711.226;163.495.202.566.767
Male;730.964.779.848.914;205.157.577.990.748
Male;665.539.810.727.358;171.428.591.885.687
Male;739.916.041.888.572;208.964.583.561.346
Male;708.626.880.592.361;209.759.114.032.409
Male;715.687.336.966.565;206.260.457.759.816
Male;658.383.911.344.328;177.211.696.598.095
Male;702.755.336.626.221;211.716.253.810.906
Male;61.773.521.995.356;149.514.839.170.261
Male;748.249.453.074.994;220.336.366.886.695
Male;716.051.458.474.554;192.427.913.613.357
Male;67.260.103.577.221;163.386.512.746.963
Male;709.241.944.325.351;199.778.372.639.881
Male;750.596.686.483.632;218.583.687.985.000
Male;731.008.762.422.727;223.206.451.566.012
Male;706.619.920.308.473;217.951.882.605.948
Male;671.446.673.494.398;171.207.778.898.624
Male;671.231.534.297.474;147.537.956.155.257
Male;695.249.439.626.314;170.037.186.251.170
Male;652.246.916.634.494;160.836.074.452.623
Male;684.104.628.205.716;185.127.735.469.558
Male;68.763.463.696.161;177.083.388.175.076
Male;679.368.688.125.212;188.884.096.818.794
Male;692.378.286.911.685;159.244.886.180.877
Male;6.846.572.391.809;188.079.276.046.176
Male;656.942.935.969.472;150.960.619.570.537
Male;694.309.980.463.662;172.325.881.178.479
Male;661.353.914.165.956;166.363.818.692.456
Male;708.770.481.302.174;186.339.824.370.789
Male;659.730.649.994.945;187.658.379.142.995
Male;649.391.154.197.026;163.880.198.525.282
Male;68.368.603.321.184;196.949.506.368.912
Male;695.255.513.063.261;189.707.398.780.834
Male;664.556.021.398.344;188.974.847.308.905
Male;69.474.581.761.728;177.343.917.682.018
Male;687.300.987.032.260;184.130.431.971.036
Male;737.812.744.801.257;221.240.095.762.718
Male;7.650.188.334.064;217.882.346.394.923
Male;712.257.019.248.704;199.182.762.952.512
Male;645.062.104.482.427;164.500.366.620.687
Male;665.038.149.399.263;163.269.889.315.846
Male;692.104.130.403.531;187.624.820.339.102
Male;635.463.697.191.554;150.346.658.456.669
Male;697.311.284.328.782;202.707.102.372.802
Male;686.082.084.641.792;181.724.836.528.158
Male;71.464.130.247.868;206.590.856.693.051
Male;695.094.880.014.557;203.985.415.487.617
Male;737.596.357.420.018;231.608.670.942.233
Male;682.777.867.627.378;195.189.930.156.404
Male;724.546.334.226.458;200.290.004.474.109
Male;707.691.932.703.988;195.353.057.497.215
Male;704.521.407.449.342;188.098.837.300.362
Male;689.040.988.533.852;194.659.769.774.523
Male;692.384.271.868.614;197.412.091.355.179
Male;672.778.472.839.007;156.416.342.192.304
Male;714.637.646.915.818;207.768.534.974.947
Male;688.406.335.127.133;171.921.149.933.427
Male;714.059.647.136.753;216.923.291.191.821
Male;70.144.874.073.255;190.585.376.753.341
Male;706.796.910.335.925;206.119.839.185.486
Male;685.411.160.545.877;201.108.892.294.769
Male;714.347.269.121.165;206.594.058.750.348
Male;652.208.204.814.207;158.987.186.084.825
Male;707.731.514.183.424;208.223.566.139.917
Male;69.760.094.789.524;187.812.061.866.277
Male;639.625.306.846.396;168.349.456.798.515
Male;703.041.632.689.917;196.835.051.662.201
Male;703.168.492.217.264;205.521.885.795.243
Male;674.054.078.779.366;164.574.391.291.788
Male;67.121.503.053.709;167.191.527.196.189
Male;683.775.798.868.721;168.997.323.920.848
Male;695.782.389.725.199;184.219.818.154.564
Male;625.322.532.839.863;168.153.326.219.890
Male;693.368.215.258.868;184.119.415.287.208
Male;667.874.672.787.514;172.175.466.312.667
Male;753.912.922.303.323;218.604.697.288.874
Male;702.136.290.842.041;189.658.273.775.163
Male;711.035.636.159.129;196.759.936.203.758
Male;697.938.878.917.517;181.723.193.180.931
Male;664.718.444.604.063;175.389.151.760.833
Male;707.137.140.881.225;208.710.438.585.204
Male;63.618.717.286.078;162.674.975.183.263
Male;705.492.797.174.363;191.318.810.834.470
Male;674.028.210.941.089;192.672.675.824.117
Male;714.351.749.033.072;213.337.773.308.762
Male;685.934.051.359.775;187.402.530.930.982
Male;714.523.265.352.799;203.448.273.004.639
Male;706.987.899.471.723;189.985.478.828.833
Male;713.914.644.848.076;197.307.058.582.909
Male;704.856.431.655.714;193.359.946.993.498
Male;744.081.878.556.543;226.701.022.932.309
Male;634.004.232.290.441;185.188.138.040.552
Male;683.997.191.187.644;171.329.108.454.027
Male;674.298.541.805.405;175.124.366.331.655
Male;708.119.999.651.241;196.221.113.490.145
Male;671.102.710.065.681;194.752.353.698.099
Male;677.282.199.001.928;184.468.450.401.731
Male;685.508.321.853.167;179.556.789.891.852
Male;68.619.484.972.581;192.605.638.565.238
Male;70.605.761.010.108;197.341.247.176.261
Male;670.867.812.193.882;164.175.700.818.982
Male;653.117.081.851.018;167.327.702.757.749
Male;699.241.467.518.784;185.866.584.288.640
Male;68.364.634.884.563;193.981.747.611.358
Male;70.869.804.923.435;205.863.934.518.421
Male;760.123.000.122.601;235.437.966.081.368
Male;679.659.678.054.035;176.966.727.879.219
Male;697.650.874.422.372;19.902.642.762.377
Male;695.686.723.852.038;200.704.051.660.034
Male;715.600.187.424.886;213.978.596.580.713
Male;709.580.492.704.939;201.663.337.321.292
Male;654.409.223.111.664;144.132.026.850.880
Male;709.761.245.175.843;202.603.188.030.477
Male;679.928.512.420.125;183.958.089.153.383
Male;705.185.150.906.246;199.568.441.028.307
Male;691.091.914.382.834;176.045.407.011.543
Male;716.055.730.996.525;194.932.568.526.505
Male;698.895.585.817.577;203.518.326.493.008
Male;664.568.987.750.028;166.684.648.751.465
Male;702.913.541.843.552;207.508.542.611.603
Male;626.199.652.024.419;152.852.974.718.754
Male;66.621.681.831.888;146.230.804.742.359
Male;653.502.881.767.895;156.761.337.138.797
Male;716.067.398.889.196;209.964.943.185.152
Male;694.129.144.287.566;183.902.110.439.132
Male;698.938.135.929.651;200.796.854.476.097
Male;65.665.958.564.131;164.215.639.183.560
Male;644.082.732.512.145;154.641.041.608.773
Male;6.862.688.583.476;18.944.924.046.642
Male;696.002.826.442.675;176.594.888.560.523
Male;674.532.312.427.657;173.272.217.789.955
Male;681.699.945.979.806;185.253.109.882.045
Male;69.553.614.036.104;203.811.090.942.794
Male;657.472.979.878.932;182.051.690.329.734
Male;731.223.931.509.758;201.703.778.019.228
Male;666.209.260.032.382;177.842.655.342.218
Male;691.459.089.866.395;202.628.196.093.564
Male;65.965.795.047.667;186.225.430.725.101
Male;672.032.664.163.271;185.454.007.229.585
Male;654.539.571.708.589;175.844.485.044.790
Male;730.300.920.269.224;209.587.800.507.552
Male;683.172.449.023.022;179.370.856.017.665
Male;663.342.814.592.302;165.368.276.469.302
Male;723.619.834.817.878;198.262.970.327.058
Male;677.174.274.900.004;184.931.804.199.742
Male;704.775.913.017.474;200.247.996.191.067
Male;711.629.916.473.587;199.443.988.986.417
Male;693.547.795.615.889;202.332.215.731.187
Male;700.972.376.450.384;201.993.728.023.585
Male;692.972.916.961.487;197.358.760.710.745
Male;633.099.692.849.417;157.003.543.665.807
Male;678.872.298.890.947;183.343.327.242.353
Male;732.029.699.010.359;203.023.116.063.971
Male;731.411.550.985.637;193.926.034.192.487
Male;708.959.825.454.072;195.601.365.349.029
Male;721.426.926.653.778;214.853.925.271.526
Male;721.327.778.674.956;184.147.188.834.447
Male;712.066.187.430.906;193.743.259.981.117
Male;662.521.505.114.177;170.109.499.628.414
Male;723.415.887.742.695;205.699.621.116.357
Male;68.068.922.111.764;166.263.500.115.293
Male;713.973.089.137.367;198.406.733.806.725
Male;657.260.320.477.284;169.675.260.295.768
Male;671.104.474.203.962;160.050.285.251.246
Male;722.150.349.075.593;204.937.760.149.992
Male;630.097.830.848.321;147.901.820.043.978
Male;695.691.552.119.986;180.949.823.360.142
Male;704.040.016.797.078;217.837.244.762.115
Male;680.302.155.969.993;189.361.639.792.627
Male;697.779.103.180.642;176.090.289.339.977
Male;620.786.351.862.267;130.277.274.850.818
Male;658.344.196.799.245;159.319.115.073.327
Male;707.809.360.391.759;191.968.177.874.730
Male;695.714.302.095.419;182.154.139.159.232
Male;673.270.648.124.962;18.835.172.566.903
Male;678.146.018.831.068;191.760.001.792.547
Male;66.682.242.766.975;162.766.968.330.461
Male;696.397.087.490.569;197.596.213.071.005
Male;647.742.374.037.153;182.589.844.094.188
Male;739.629.410.745.522;200.007.160.851.719
Male;679.333.838.365.102;184.409.520.002.429
Male;667.700.394.702.836;165.489.768.001.822
Male;68.936.357.575.679;176.652.179.225.913
Male;764.345.587.137.262;228.872.990.637.662
Male;68.996.145.368.249;180.350.924.390.491
Male;735.018.396.237.801;225.972.218.321.773
Male;696.031.034.024.769;189.816.644.900.283
Male;72.067.379.985.717;202.262.074.138.673
Male;704.892.245.364.657;178.918.714.208.691
Male;670.348.505.611.985;167.044.233.115.506
Male;66.184.108.496.297;172.637.611.536.679
Male;686.942.095.017.358;179.962.508.790.081
Male;666.532.337.437.077;160.147.436.127.873
Male;698.386.570.782.748;178.392.482.558.206
Male;662.450.648.070.515;154.588.689.585.938
Male;728.110.316.092.765;208.848.846.495.439
Male;644.747.469.568.808;169.430.634.272.192
Male;697.544.793.252.549;181.641.048.884.472
Male;706.614.443.891.591;203.844.791.576.438
Male;724.706.184.938.672;184.446.325.303.497
Male;681.715.328.455.939;19.970.181.147.917
Male;729.871.714.255.633;206.629.399.212.360
Male;705.335.647.702.984;196.584.345.936.451
Male;700.469.530.715.995;190.002.405.191.259
Male;690.160.671.628.343;19.676.390.754.959
Male;735.491.622.682.398;222.297.492.120.609
Male;68.118.097.827.498;180.065.609.406.600
Male;682.876.370.331.869;178.432.597.736.547
Male;71.527.047.694.968;202.748.739.711.506
Male;733.965.429.282.898;220.945.760.743.646
Male;698.445.640.844.681;198.630.278.194.117
Male;7.015.196.587.967;203.734.480.758.039
Male;662.997.258.732.792;150.149.361.277.111
Male;764.929.339.594.115;227.139.295.974.484
Male;710.323.851.971.723;186.762.487.511.985
Male;666.310.409.367.559;170.421.149.332.108
Male;660.755.368.151.504;182.428.002.531.571
Male;706.131.624.145.417;187.472.023.542.885
Male;652.034.806.844.673;158.664.555.216.949
Male;668.618.612.870.774;175.797.275.435.425
Male;737.579.982.986.776;220.770.232.006.582
Male;698.980.860.723.227;195.758.935.463.703
Male;695.273.197.188.296;189.027.367.850.759
Male;667.444.774.700.376;154.126.850.429.328
Male;690.744.920.316.712;179.386.816.722.320
Male;685.617.507.293.083;172.195.363.687.745
Male;703.225.500.128.014;190.461.776.758.205
Male;719.491.204.211.446;208.088.946.513.166
Male;709.165.517.924.984;191.883.267.018.275
Male;7.037.112.335.334;197.382.415.661.258
Male;67.796.477.151.995;189.683.151.319.762
Male;686.999.956.299.772;208.068.199.264.981
Male;691.146.317.960.513;188.717.272.552.453
Male;676.971.036.455.845;187.423.896.421.090
Male;712.803.302.309.239;217.903.599.366.613
Male;714.275.751.935.442;201.842.808.664.398
Male;710.433.563.208.046;204.627.727.659.118
Male;647.262.559.397.982;143.347.565.498.203
Male;671.481.594.371.304;182.031.248.036.570
Male;7.229.169.702.561;202.104.371.634.163
Male;702.428.661.701.033;192.796.112.562.644
Male;64.457.857.849.175;158.916.699.285.487
Male;744.649.885.443.558;213.482.102.570.528
Male;652.989.151.495.077;162.818.275.468.988
Male;727.495.261.139.615;212.180.718.812.816
Male;657.181.787.540.213;155.175.542.786.984
Male;688.900.949.391.591;194.681.434.643.233
Male;730.384.086.139;209.475.388.083.627
Male;6.986.074.638.417;198.321.828.121.241
Male;698.611.969.523.225;179.662.496.461.814
Male;717.655.616.628.825;192.690.383.151.505
Male;668.208.458.858.784;179.801.568.231.632
Male;677.876.938.262.705;190.506.795.646.304
Male;692.507.138.496.364;196.141.144.482.203
Male;689.296.721.083.659;180.826.457.432.256
Male;689.971.098.556.648;186.635.312.996.650
Male;663.739.949.336.111;167.784.391.028.618
Male;663.765.193.269.966;179.468.886.431.732
Male;690.545.697.565.698;181.360.351.242.341
Male;656.674.754.047.304;161.422.210.929.555
Male;627.528.775.216.661;149.759.706.016.500
Male;66.577.986.705.883;161.201.890.594.841
Male;672.721.706.595.338;187.363.365.848.207
Male;69.836.551.651.926;176.011.673.267.755
Male;74.216.430.944.514;238.569.450.876.454
Male;712.305.285.617.873;209.032.876.811.002
Male;707.628.651.265.818;194.796.567.253.093
Male;678.789.538.779.499;163.724.432.624.055
Male;671.145.266.908.252;182.512.451.120.851
Male;665.398.122.216.795;175.093.254.689.416
Male;670.912.186.560.557;180.880.724.606.769
Male;688.934.176.530.557;172.654.237.864.262
Male;718.826.967.420.196;20.757.561.358.173
Male;705.318.761.057.351;194.009.472.984.818
Male;692.081.081.950.178;187.867.102.546.193
Male;668.547.377.457.483;161.223.964.804.125
Male;771.608.008.945.486;228.707.300.850.029
Male;681.985.373.165.711;176.456.828.376.649
Male;667.957.930.920.407;186.993.898.606.724
Male;740.702.062.076.238;218.423.584.474.029
Male;696.917.430.451.575;184.618.952.908.832
Male;704.827.574.106.373;199.359.223.999.908
Male;662.029.636.090.014;164.634.463.670.180
Male;718.578.879.072.308;193.429.989.763.484
Male;65.975.207.182.975;171.076.831.440.131
Male;726.769.610.901.306;217.561.415.368.678
Male;698.120.217.064.516;188.064.983.938.564
Male;690.431.459.809.296;178.184.817.464.393
Male;638.506.783.939.551;151.996.661.485.131
Male;649.097.852.365.578;145.176.135.872.661
Male;65.045.444.008.848;14.766.026.013.933
Male;688.743.961.941.656;183.438.539.153.398
Male;699.822.194.992.417;178.348.439.117.701
Male;62.709.303.709.749;152.820.468.105.226
Male;669.234.367.580.027;173.634.257.094.193
Male;672.690.439.717.089;180.035.672.697.479
Male;721.225.255.313.879;200.336.805.594.253
Male;696.114.032.550.123;170.296.196.746.773
Male;6.518.470.087.045;16.673.855.470.482
Male;740.802.749.473.551;194.778.854.330.805
Male;61.121.828.632.923;152.791.130.086.580
Male;68.321.452.866.911;206.426.146.941.539
Male;639.529.283.994.475;164.771.475.352.160
Male;685.813.735.185.472;181.167.060.950.369
Male;649.259.089.634.653;185.001.854.178.420
Male;696.597.535.242.007;209.520.424.599.613
Male;711.207.533.229.965;197.345.436.026.506
Male;628.041.907.055.702;148.605.042.361.239
Male;708.112.617.091.695;201.224.277.133.599
Male;695.495.105.694.549;199.193.814.754.676
Male;670.323.461.956.309;188.459.689.131.546
Male;67.396.834.254.227;178.300.196.634.959
Male;693.718.433.314.283;173.430.169.608.834
Male;745.451.369.404.472;218.437.567.908.138
Male;665.565.249.852.091;173.386.830.210.271
Male;672.599.528.243.859;186.320.797.193.534
Male;660.019.677.250.915;165.167.722.781.655
Male;672.835.074.243.167;203.135.759.560.563
Male;67.924.633.636.526;161.670.827.844.243
Male;660.576.338.070.287;164.470.503.879.209
Male;658.445.804.640.368;170.792.356.904.563
Male;69.031.062.851.652;170.310.122.186.155
Male;703.271.164.111.783;192.497.160.869.606
Male;665.343.065.072.948;166.371.257.998.110
Male;714.716.748.983.661;196.540.959.991.148
Male;700.469.307.663.445;183.619.620.777.862
Male;686.057.105.628.212;187.291.391.863.172
Male;689.823.807.296.095;178.282.409.486.653
Male;737.888.849.042.811;222.397.560.523.835
Male;690.728.108.169.759;190.587.912.957.767
Male;731.879.491.114.706;204.103.816.962.433
Male;686.773.844.055.852;192.196.246.087.213
Male;649.223.362.561.123;179.409.091.862.310
Male;661.112.291.402.564;192.765.580.966.011
Male;677.489.898.525.367;169.740.272.090.197
Male;718.139.035.569.294;192.816.441.679.395
Male;691.954.412.203.952;185.729.196.133.650
Male;674.071.716.573.248;188.594.092.236.700
Male;698.766.334.089.165;179.680.930.323.501
Male;64.366.676.724.607;162.495.082.455.027
Male;67.492.853.857.301;183.383.780.173.245
Male;731.224.332.056.134;221.445.902.076.745
Male;676.529.454.789.154;188.889.864.542.325
Male;685.379.018.504.103;191.822.914.272.445
Male;707.247.580.226.813;214.261.518.198.021
Male;68.230.150.312.392;182.382.822.151.331
Male;676.971.234.115.329;163.939.878.580.161
Male;737.167.427.530.004;198.462.226.895.361
Male;688.584.572.194.312;187.395.085.781.024
Male;66.473.765.965.897;175.947.367.804.346
Male;699.722.813.210.905;188.625.911.160.118
Male;675.561.832.236.562;200.779.691.031.520
Male;742.720.186.547.956;209.937.492.806.304
Male;720.938.599.798.142;201.862.658.416.185
Male;695.697.796.657.481;182.794.844.209.970
Male;716.140.894.517.358;206.163.432.503.748
Male;671.385.496.121.352;171.876.966.350.462
Male;684.156.512.567.171;171.321.216.279.214
Male;780.958.674.715.774;255.690.834.836.788
Male;686.426.275.979.686;178.816.794.561.407
Male;700.268.418.933.568;18.635.870.219.412
Male;743.256.770.078.908;220.845.727.450.162
Male;722.316.362.418.495;202.137.160.078.903
Male;676.666.640.962.661;193.081.646.916.164
Male;664.241.871.307.394;157.288.087.962.353
Male;6.507.111.347.024;180.756.525.640.392
Male;691.569.821.008.043;206.515.190.253.783
Male;678.053.118.990.619;180.004.548.166.251
Male;682.387.453.921.122;193.983.821.325.417
